Title,Proposal Url,Mission,Total,Rubric Results
EntityDAO,https://app.charmverse.io/op-grants/entitydao-0765293588038709,Revenue Sources for RetroPGF,76,"Criteria: Builder Commitment - Average: 1.8 || Total: 7
 

 

 Criteria: Builder Draw - Average: 1.5 || Total: 6
 

 *could conceivably bring builders but there is way too much to unravel for something like this to work and it would absolutely have to be done in coordination with the Foundation
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.0 || Total: 0
 

 

 Criteria: Development of OP Stack - Average: 1.3 || Total: 5
 

 *see above
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 *this is an investment dao which although it's an interesting concept might not really be in scope here
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 *returns on endowing an investment group at this stage are questionable
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 *team seems well established
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestones accountability - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Trackability - Average: 1.0 || Total: 4
 

 

 Criteria: Novelty - Average: 2.3 || Total: 7
 

 

 Criteria: Opensource - Average: 0.5 || Total: 2
 

 

 Criteria: Optimism Relationship - Average: 1.8 || Total: 7
 

 

 Criteria: Superchain composability potential - Average: 1.8 || Total: 7
 

 

 Criteria: Team assessment - Average: 1.8 || Total: 7
 

 *team seems well established
 

 

 Criteria: Timely Submission - Average: 0.0 || Total: 0"
Donate3,https://app.charmverse.io/op-grants/donate3-04677187467878707,Builder Grants 2,64,"Criteria: Builder Commitment - Average: 1.5 || Total: 6
 

 

 Criteria: Builder Draw - Average: 1.0 || Total: 4
 

 *could just simply help with onboarding users potentially
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.0 || Total: 0
 

 

 Criteria: Development of OP Stack - Average: 0.8 || Total: 3
 

 

 Criteria: Discretionary Factors - Average: -0.3 || Total: -1
 

 *This is already completed and has very little traction on github it's not a builder draw proposal simply an ask from the dev for funds to port this widget to OP. Better suited for RPGF.
 

 

 Criteria: Grant size - Average: 2.8 || Total: 11
 

 *Only 2.5k OP
 

 *reasonable ask
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 *there were some people trying to make this in web2 - it never caught
 

 

 Criteria: Milestone Orientation - Average: 0.8 || Total: 3
 

 

 Criteria: Milestone Trackability - Average: 1.0 || Total: 4
 

 

 Criteria: Novelty - Average: 1.5 || Total: 6
 

 *surprised this doesn't exist already
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 0.8 || Total: 3
 

 

 Criteria: Team assessment - Average: 2.0 || Total: 8
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
"Digital Payment Methods, Blockchain and Crypto Assets Unit of the Master's Degree in Finance at the University of Buenos Aires",https://app.charmverse.io/op-grants/digital-payment-methods-blockchain-and-crypto-assets-unit-of-the-master-s-degree-in-finance-at-the-university-of-buenos-aires-5607325445050819,Integration of Optimism Gov and RPGF Modules into University Courses,,
dForce - Lending & Stablecoin & LSD,https://app.charmverse.io/op-grants/dforce-lending-stablecoin-lsd-7688561975873143,Growth Experiment grant,116,"Criteria: Code Audit - Average: 3.2 || Total: 16
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 *Extremely low TVL prior hacks project seems mostly abandoned.
 

 

 Criteria: Distribution implementation plan - Average: 1.6 || Total: 8
 

 *a large amount of incentives go towards USX lp's and minting/trading of USX
 

 

 Criteria: Experimentation and Novelty - Average: 1.6 || Total: 8
 

 *Similar to other lending protocols
 

 

 Criteria: Grant size - Average: 1.0 || Total: 5
 

 *maximum score for request this size
 

 *Ask is excessive.
 

 *Excessive ask given prior grants
 

 *Max score for this size
 

 

 Criteria: intuitivity and ease of use - Average: 2.0 || Total: 10
 

 *Standard ux
 

 *Pretty typical lending UI
 

 

 Criteria: Likelihood of success - Average: 2.2 || Total: 11
 

 *Dforce has been deployed on op since 2022
 

 *Active on OP for awhile but hasn't found traction outside of incentive programs.
 

 

 Criteria: Milestone Assessment - Average: 1.2 || Total: 6
 

 *Metrics-based milestones are not well defined (e.g. improving liquidity by 50%)
 

 *Milestones hold the propers accountable
 

 *Needs proper data / metric based milestones which incentivize growth
 

 *30% increase in USX market cap is a fairly low bar given the size of the grant requested.
 

 

 Criteria: Milestone Trackability - Average: 1.0 || Total: 5
 

 *a few of the critical milestones need a source of truth
 

 

 Criteria: Optimism Relationship - Average: 1.4 || Total: 7
 

 *Deployed on op
 

 *Deployed on OP & additional chains
 

 

 Criteria: Reach - Average: 2.0 || Total: 8
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.0 || Total: 10
 

 *Lending is a core part of DeFi
 

 

 Criteria: Team assessment - Average: 2.2 || Total: 11
 

 

 Criteria: User Retention - Average: 1.8 || Total: 9"
Developer Tool - Reclaim Protocol,https://app.charmverse.io/op-grants/page-17787870923022298,OS OP Stack Developer Tooling,63,"Criteria: Builder Commitment - Average: 1.5 || Total: 6
 

 *surely will depends on the actual traction that can achieve
 

 *little to suggest ongoing work here
 

 *As above.
 

 

 Criteria: Demo included (binary yes/no) - Average: 2.0 || Total: 8
 

 

 Criteria: Discretionary Factors - Average: -0.8 || Total: -3
 

 *heavily funded offering to be used several places - doesn't really seem like the right thing for a grant unless there is need for bridge financing
 

 *As mentioned in the first comment - in my opinion this is a mismatch with this mission request + the same thing is a subject of other mission proposals.
 

 

 Criteria: Grant size - Average: 1.3 || Total: 5
 

 *this is an egregiously high ask for the product being offered
 

 

 Criteria: Infrastructure Draw - Average: 1.0 || Total: 4
 

 *Proposal is not about building OP Stack tooling but simply integrating Reclaim. This is also a subject of several other proposals does not fit here.
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Orientation - Average: 1.0 || Total: 4
 

 

 Criteria: Milestones accountability - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 2.0 || Total: 8
 

 *I like it but not op stack-focused
 

 *there are several groups implementing similar technology or something else to similar ends
 

 

 Criteria: Optimism Relationship - Average: 0.3 || Total: 1
 

 

 Criteria: Team assessment - Average: 2.8 || Total: 11
 

 *certainly a blue-chip background"
Delegate Mission Request Alternative CL EL Client Mission Request,https://app.charmverse.io/op-grants/delegate-mission-request-alternative-cl-el-client-mission-request-5581431405431407,Alternative CL/EL Client,71,"Criteria: Builder Commitment - Average: 1.5 || Total: 6
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.5 || Total: 2
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 *grant size seems enormous for the work
 

 

 Criteria: Infrastructure Draw - Average: 1.8 || Total: 7
 

 *java has a large base
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 *while the initiative is interesting in itself I'm a bit worried if that is going to last longer then just for this grant who is going to maintain it/promote it.
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestones accountability - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 1.5 || Total: 6
 

 *not certain if the team has experience required to develop an EL client
 

 *very little high-impact work
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
deBridge,https://app.charmverse.io/op-grants/debridge-2502174481807864,Growth Experiment grant,154,"Criteria: Code Audit - Average: 3.6 || Total: 18
 

 *Audited by halnorn zokyo neodyme
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 5
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -1
 

 *Would prefer to see the applicant's fees removed from the subsidy also would prefer to find ways to make this stickier if we are extending the program
 

 

 Criteria: Distribution implementation plan - Average: 2.2 || Total: 11
 

 *Would prefer to see deBridge's fees removed from this subsidy
 

 

 Criteria: Experimentation and Novelty - Average: 2.2 || Total: 11
 

 

 Criteria: Grant size - Average: 1.0 || Total: 5
 

 *size is max ask
 

 *Max score for 250k
 

 *max score for this size
 

 *Max score
 

 

 Criteria: intuitivity and ease of use - Average: 2.4 || Total: 12
 

 *ux is simple and easy to use
 

 *Simple and easy to use
 

 

 Criteria: Likelihood of success - Average: 2.6 || Total: 13
 

 

 Criteria: Milestone Assessment - Average: 2.2 || Total: 11
 

 *Volume based milestones
 

 *Clear milestones
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 10
 

 

 Criteria: Optimism Relationship - Average: 1.4 || Total: 7
 

 

 Criteria: Reach - Average: 3.0 || Total: 15
 

 *Reaches a large number of users on multiple chains
 

 *Reaches a large number of users as they rely on bridging tools to onboard
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.4 || Total: 12
 

 *Very strong use case
 

 *Bridging is a critical usecase for L2s OP Superchain
 

 

 Criteria: Team assessment - Average: 2.8 || Total: 14
 

 

 Criteria: User Retention - Average: 2.2 || Total: 11
 

 *Users comfortable with a bridge are likely to return."
Dark Forest ARES,https://app.charmverse.io/op-grants/dark-forest-ares-2473027417469651,Builder Grants 2,76,"Criteria: Builder Commitment - Average: 2.5 || Total: 10
 

 *only on optimism
 

 *They mention deployment on Redstone not Optimism. This makes sense but is in contradiction to Builders Grants mandate.
 

 

 Criteria: Builder Draw - Average: 1.5 || Total: 6
 

 *this may have been influential but there's little direct builder draw from this implementation - it appears that users would need to show up first. certainly is a solid foundation for follow0on work
 

 *No builder draw address in the proposal just secondary effects.
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Development of OP Stack - Average: 0.8 || Total: 3
 

 *They mention deployment on Redstone not Optimism. This makes sense but is in contradiction to Builders Grants mandate.
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 *While I fully support this idea we should not be funding projects that plan to deploy on Redstone.
 

 

 Criteria: Grant size - Average: 1.0 || Total: 4
 

 *hard to see parity between ask and expected value here
 

 *The size of the grant outweights the benefits + this is planned to be deployed on Redstone instead of Optimism.
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 *Experimentation in gaming is needed I believe that this can gain traction.
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 3.0 || Total: 12
 

 *Plans to build a decentralized real-time strategy game
 

 *groundbreaking
 

 *This is directly an experimentation on game mechanics at scale.
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 0.8 || Total: 3
 

 *Currently on testnet on Redstone (OP Superchain)
 

 

 Criteria: Team assessment - Average: 2.8 || Total: 11
 

 *team's been on this for some time - they may be ahead of the users
 

 *Team seems legit and experienced enough to deliver.
 

 

 Criteria: Timely Submission - Average: -2.0 || Total: -2"
DappyKit - Superchain,https://app.charmverse.io/op-grants/dappykit-superchain-42917102459787015,Builder Grants 2,85,"Criteria: Builder Commitment - Average: 2.3 || Total: 9
 

 

 Criteria: Builder Draw - Average: 2.3 || Total: 9
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Development of OP Stack - Average: 1.8 || Total: 7
 

 

 Criteria: Discretionary Factors - Average: -0.3 || Total: -1
 

 *There seems to be very low activity on the projects' github with a followup grant request I would expect more tangible outcomes.
 

 

 Criteria: Grant size - Average: 0.8 || Total: 3
 

 *The team has already received a max grant in Cycle 14 while I appreciate the fact that large portion of this ask is dedicated towards running the hackathon for builders the development part still seems a bit inflated given the scope of this proposal.
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 *unbelievably difficult to bootstrap networks like this one especially with incumbents already gaining traction
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 7
 

 

 Criteria: Novelty - Average: 2.3 || Total: 9
 

 *helpful to have more of these in the space but actual tested angles are needed
 

 

 Criteria: Opensource - Average: 1.8 || Total: 7
 

 

 Criteria: Optimism Relationship - Average: 1.8 || Total: 7
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9
 

 *large amount of relevant experience
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
dAppBooster: Frontend Starter Kit,https://app.charmverse.io/op-grants/dappbooster-frontend-starter-kit-5538923919258636,Builder Grants 2,99,"Criteria: Builder Commitment - Average: 2.3 || Total: 9
 

 

 Criteria: Builder Draw - Average: 3.0 || Total: 12
 

 *anything that reduces cost of building like this is great
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Development of OP Stack - Average: 1.8 || Total: 7
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 *interesting idea provide a basic framework for dapp frontends. reasonable ask.
 

 

 Criteria: Grant size - Average: 2.5 || Total: 10
 

 

 Criteria: Likelihood of success - Average: 2.5 || Total: 10
 

 *solid track record and the idea of productizing is good
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 8
 

 

 Criteria: Novelty - Average: 2.5 || Total: 10
 

 *FE Starter kit
 

 

 Criteria: Opensource - Average: 1.8 || Total: 7
 

 

 Criteria: Optimism Relationship - Average: 1.3 || Total: 5
 

 *will likely be rolled out several places
 

 

 Criteria: Team assessment - Average: 3.0 || Total: 12
 

 *teem seema capable"
